Product Title,Product SKU,Product Information,Sales Per Case
CLEVER CANDY GUMMY BLOOMS,"SKU
50752","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645507527


Certifications
Gluten Free


Country of Manufacture
Spain


Pallet Pattern
15 cases per layer, 5 layers. 75 total cases per pallet.",
CLEVER CANDY GUMMY BLUE RASPBERRY RINGS,"SKU
41510","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645415105


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY BRAINS,"SKU
40650","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645406509


GTIN (case)
10618645406506


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY BRAINS 4 OZ PEG BAG,"SKU
39216","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


Occasion
Halloween


UPC
618645392161


Country of Manufacture
Spain


Pallet Pattern
12 cases per layer, 9 layers. 108 total cases per pallet.",
CLEVER CANDY GUMMY BUTTERFLIES,"SKU
50753","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645507534


Certifications
Gluten Free


Country of Manufacture
Spain


Pallet Pattern
15 cases per layer, 5 layers. 75 total cases per pallet.",
CLEVER CANDY GUMMY CHERRIES,"SKU
51764","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645517649


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY CHERRY COLA BOTTLES,"SKU
30497","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645304973


Pieces/LB
63


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY CHICKEN FEET,"SKU
28230","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645282301


Pieces/LB
76


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY COLA BOTTLES 5 LB,"SKU
49691","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645496913


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY CRISPY CRUNCH BEARS,"SKU
31535","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645315351


Pieces/LB
60


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY FAST FOOD 3D GUMMIES,"SKU
43347","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645433475


Country of Manufacture
China


Pallet Pattern
10 cases per layer, 15 layers. 150 total cases per pallet.",
CLEVER CANDY GUMMY FILLED FRUIT GRAPES,"SKU
48661","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645486617


Pieces/LB
1


Country of Manufacture
China


Pallet Pattern
10 cases per layer, 15 layers. 150 total cases per pallet.",
CLEVER CANDY GUMMY FILLED FRUIT ORANGE,"SKU
48662","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645486624


Pieces/LB
1


Country of Manufacture
China


Pallet Pattern
10 cases per layer, 15 layers. 150 total cases per pallet.",
CLEVER CANDY GUMMY FILLED FRUIT PEACH,"SKU
48663","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645486631


Pieces/LB
1


Country of Manufacture
China


Pallet Pattern
10 cases per layer, 15 layers. 150 total cases per pallet.",
CLEVER CANDY GUMMY FILLED TURTLES,"SKU
28234","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645282349


Pieces/LB
47


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY FILLED WHALES,"SKU
40550","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645405502


Pieces/LB
47


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY FRIED EGGS,"SKU
14874","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


Occasion
Easter


UPC
618645148744


Pieces/LB
64


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY GATORS,"SKU
30456","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645304560


Pieces/LB
15


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY GATORS 4.5 OZ PEG BAG,"SKU
53034","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645530341


Pallet Pattern
18 cases per layer, 7 layers. 126 total cases per pallet.",
CLEVER CANDY GUMMY GIANT BULLFROGS,"SKU
25836","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645258368


Pieces/LB
13


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY GLITTER SOUR STARS AND MOONS,"SKU
37695","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645376956


Pieces/LB
75


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY GOING BANANAS XXL,"SKU
25835","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645258351


Pieces/LB
13


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY GOLDFISH,"SKU
46422","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645424213


GTIN (case)
10618645424210


Country of Manufacture
China


Pallet Pattern
10 cases per layer, 15 layers. 150 total cases per pallet.",
CLEVER CANDY GUMMY KICKS,"SKU
47819","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645478193


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY KILLER SHARKS,"SKU
45436","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645415396


Pieces/LB
16


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY MERMAID TAILS,"SKU
41198","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645411985


Pieces/LB
91


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY NEON BEARS,"SKU
40314","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
818480014123


GTIN (case)
10818480014120


Certifications
Gluten Free


Pieces/LB
13


Country of Manufacture
Turkey


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY PEACH RINGS,"SKU
1448","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645014483


GTIN (case)
10618645014480


Certifications
Gluten Free


Pieces/LB
53


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY RACECARS,"SKU
50751","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645507510


Certifications
Gluten Free


Country of Manufacture
Spain


Pallet Pattern
15 cases per layer, 5 layers. 75 total cases per pallet.",
CLEVER CANDY GUMMY RAINFOREST FROGS,"SKU
30334","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645303341


Pieces/LB
39


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY RED HOT CHILI PEPPERS,"SKU
29790","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645297909


Pieces/LB
60


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY SAND SHARKS,"SKU
2605","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645026059


Pieces/LB
64


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY SHARKS,"SKU
48949","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645489496


Pieces/LB
47


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY SOUR BLUE RAZ BOTTLES,"SKU
30948","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645309480


Pieces/LB
69


Country of Manufacture
Spain


Pallet Pattern
12 cases per layer, 6 layers. 72 total cases per pallet.",
CLEVER CANDY GUMMY SOUR OCTOPUS,"SKU
25840","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645258405


Pieces/LB
64


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY STRAWBERRIES 5 LB,"SKU
49692","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645496920


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY TEETH,"SKU
40652","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645406523


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY GUMMY TROPICAL STARFISH,"SKU
30986","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645309862


Pieces/LB
35


Country of Manufacture
Spain",
CLEVER CANDY GUMMY WATERMELON RINGS,"SKU
40313","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
818480014116


GTIN (case)
10818480014113


Certifications
Gluten Free


Pieces/LB
57


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY GUMMY WORMS,"SKU
780","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645007805


GTIN (case)
10618645007802


Certifications
Gluten Free


Pieces/LB
40


Country of Manufacture
Brazil


Pallet Pattern
12 cases per layer, 7 layers. 84 total cases per pallet.",
CLEVER CANDY HAPPY EASTER CANDY CORN 4 OZ PEG BAG,"SKU
50383","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


Occasion
Easter


UPC
618645503833


Country of Manufacture
United States


Pallet Pattern
16 cases per layer, 9 layers. 144 total cases per pallet.",
CLEVER CANDY HAPPY HALLOWEEN MILK CHOCOLATE 1.75 OZ BAR,"SKU
48998","More Information                    




More Information


Kosher
Yes


Brand
CLEVER CANDY


Occasion
Halloween


UPC
618645489984


UPC (inner)
618645989989


Country of Manufacture
United States


Pallet Pattern
48 cases per layer, 13 layers. 624 total cases per pallet.",
CLEVER CANDY HAPPY HANUKKAH MINI NONPAREIL PRETZELS 4 OZ CHINESE TAKE OUT CONTAINER,"SKU
38381","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


Occasion
Chanukah


UPC
618645383817


GTIN (case)
10618645383814


Country of Manufacture
United States",
CLEVER CANDY HOLIDAYS ARE MY JAM MILK CHOCOLATE RASPBERRY 1.75 OZ BAR,"SKU
51848","More Information                    




More Information


Kosher
Yes


Brand
CLEVER CANDY


Occasion
Christmas


UPC
618645518486


UPC (inner)
618645918484


GTIN (case)
10618645518483


Country of Manufacture
United States


Pallet Pattern
39 cases per layer, 5 layers. 195 total cases per pallet.",
CLEVER CANDY HOT CHOCOLATE DRINK BOMBS 1.1 OZ BOX,"SKU
45977","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645459772


Country of Manufacture
United States


Pallet Pattern
13 cases per layer, 6 layers. 78 total cases per pallet.",
CLEVER CANDY JAWBREAKER PSYCHEDELIC WITH CANDY CENTER 2.25 INCHES,"SKU
48146","More Information                    




More Information


Kosher
Yes


Brand
CLEVER CANDY


UPC
618645305581


Country of Manufacture
Canada


Pallet Pattern
16 cases per layer, 4 layers. 64 total cases per pallet.",
CLEVER CANDY KILLER SHARKS 4 OZ PEG BAG,"SKU
50495","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645504953


Country of Manufacture
Spain


Pallet Pattern
18 cases per layer, 9 layers. 162 total cases per pallet.",
CLEVER CANDY LIGHT GREEN WATERMELON WRAPPED ROCK CANDY STICKS 0.6 OZ,"SKU
45751","More Information                    




More Information


Kosher
No


Brand
NASSAU CANDY


UPC
618645457518


GTIN (case)
10618645457515


Country of Manufacture
Hungary",
CLEVER CANDY MENSCH MIX 4 OZ PEG BAG,"SKU
51867","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


Occasion
Christmas


UPC
618645518677


GTIN (case)
10618645518674


Country of Manufacture
Spain


Pallet Pattern
31 cases per layer, 7 layers. 217 total cases per pallet.",
CLEVER CANDY MERRY CHRISTMAS MILK CHOCOLATE 1.75 OZ BAR,"SKU
49808","More Information                    




More Information


Kosher
Yes


Brand
CLEVER CANDY


Occasion
Christmas


UPC
618645498085


UPC (inner)
618645998080


GTIN (case)
10618645498082


Country of Manufacture
United States


Pallet Pattern
39 cases per layer, 5 layers. 195 total cases per pallet.",
CLEVER CANDY MINI GUMMY BEARS,"SKU
18670","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


UPC
618645186708


Pieces/LB
504


Country of Manufacture
Spain


Pallet Pattern
9 cases per layer, 9 layers. 81 total cases per pallet.",
CLEVER CANDY MINI PASTEL JAWBREAKERS,"SKU
23107","More Information                    




More Information


Kosher
Yes


Brand
CLEVER CANDY


Occasion
Easter


UPC
618645231071


GTIN (case)
10694780218112


Pieces/LB
1914


Country of Manufacture
Canada


Pallet Pattern
16 cases per layer, 4 layers. 64 total cases per pallet.",
CLEVER CANDY MINI PSYCHEDELIC JAWBREAKERS,"SKU
3120","More Information                    




More Information


Kosher
Yes


Brand
CLEVER CANDY


UPC
618645031206


GTIN (case)
10694780218068


Pieces/LB
1914


Country of Manufacture
Canada


Pallet Pattern
20 cases per layer, 7 layers. 140 total cases per pallet.",
CLEVER CANDY MISSING BODY PARTS 4 OZ PEG BAG,"SKU
39217","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


Occasion
Halloween


UPC
618645392178


Country of Manufacture
Spain


Pallet Pattern
12 cases per layer, 9 layers. 108 total cases per pallet.",
CLEVER CANDY MUMMY MINTS SUGAR FREE PEPPERMINT MINTS 2 OZ TIN,"SKU
49001","More Information                    




More Information


Kosher
No


Brand
CLEVER CANDY


Occasion
Halloween


UPC
618645490010


Country of Manufacture
United States


Pallet Pattern
25 cases per layer, 12 layers. 300 total cases per pallet.",
